word,length
perverse,8
perversely,10
perverseness,12
perversion,10
perversity,10
perversive,10
pervert,7
perverted,9
pervious,8
perviousness,12
pesach,6
pesah,5
pesantran,9
pesantren,9
peseta,6
pesewa,6
peshawar,8
peshmerga,9
pesky,5
peso,4
pessary,7
pessimal,8
pessimism,9
pessimist,9
pessimistic,11
pessimistically,15
pessimum,8
pest,4
pester,6
pestered,8
pesterer,8
pestering,9
pesthole,8
pesthouse,9
pesticide,9
pestiferous,11
pestilence,10
pestilent,9
pestilential,12
pestis,6
pestle,6
pesto,5
petabit,7
petabyte,8
petal,5
petaled,7
petalled,8
petalless,9
petallike,9
petaloid,8
petalous,8
petard,6
petasites,9
petaurista,10
petauristidae,13
petaurus,8
petchary,8
petcock,7
petechia,8
peter,5
peterburg,9
petersburg,10
petfood,7
petiole,7
petiolule,9
petite,6
petiteness,10
petitio,7
petition,8
petitionary,11
petitioner,10
petrarca,8
petrarch,8
petrel,6
petrifaction,12
petrification,13
petrify,7
petrifying,10
petrissage,10
petrochemical,13
petrocoptis,11
petrogale,9
petroglyph,10
petrograd,9
petrol,6
petrolatum,10
petroleum,9
petrology,9
petromyzon,10
petromyzontidae,15
petronius,9
petroselinum,12
petrous,7
petter,6
petteria,8
petticoat,9
petticoated,11
pettifog,8
pettifogger,11
pettifoggery,12
pettily,7
pettiness,9
petting,7
pettish,7
pettishly,9
pettishness,11
petty,5
petulance,9
petulant,8
petulantly,10
petunia,7
peul,4
pewee,5
pewit,5
pewter,6
peyote,6
peziza,6
pezizaceae,10
pezizales,9
pezophaps,9
pfalz,5
pfannkuchen,11
pfennig,7
pflp,4
phacelia,8
phacochoerus,12
phaeophyceae,12
phaeophyta,10
phaethon,8
phaethontidae,13
phaeton,7
phage,5
phagocyte,9
phagocytic,10
phagocytosis,12
phagun,6
phaius,6
phalacrocorax,13
phalacrosis,11
phalaenopsis,12
phalaenoptilus,14
phalangeal,10
phalanger,9
phalangeridae,13
phalangida,10
phalangiidae,12
phalangist,10
phalangitis,11
phalangium,10
phalanx,7
phalaris,8
phalarope,9
phalaropidae,12
phalaropus,10
phalguna,8
phallaceae,10
phallales,9
phallic,7
phalloplasty,12
phallus,7
phalsa,6
phanerogam,10
phanerogamae,12
phaneromania,12
phanerozoic,11
phantasm,8
phantasma,9
phantasmagoria,14
phantasmagoric,14
phantasmal,10
phantasy,8
phantom,7
pharaoh,7
pharaonic,9
pharisaic,9
pharisaical,11
pharisee,8
pharma,6
pharmaceutic,12
pharmaceutical,14
pharmaceutics,13
pharmacist,10
pharmacologic,13
pharmacological,15
pharmacologist,14
pharmacology,12
pharmacopeia,12
pharmacopoeia,13
pharmacy,8
pharomacrus,11
pharos,6
pharsalus,9
pharyngeal,10
pharyngitis,11
pharynx,7
phascogale,10
phascolarctos,13
phase,5
phaseolus,9
phasianid,9
phasianidae,11
phasianus,9
phasmatidae,11
phasmatodea,11
phasmid,7
phasmida,8
phasmidae,9
phasmidia,9
pheasant,8
phegopteris,11
pheidias,8
phellem,7
phellodendron,13
phenacetin,10
phenacomys,10
phenaphen,9
phenazopyridine,15
phencyclidine,13
phenelzine,10
phenergan,9
phenicia,8
pheniramine,11
phenobarbital,13
phenobarbitone,14
phenol,6
phenolic,8
phenolphthalein,15
phenomenal,10
phenomenally,12
phenomenology,13
phenomenon,10
phenoplast,10
phenothiazine,13
phenotype,9
phenotypic,10
phenotypical,12
phensuximide,12
phentolamine,12
phenylacetamide,15
phenylalanine,13
phenylamine,11
phenylbutazone,14
phenylephrine,13
phenylethylene,14
phenylketonuria,15
phenytoin,9
pheresis,8
pheromone,9
phial,5
phidias,7
philadelphaceae,15
philadelphia,12
philadelphus,12
philaenus,9
philander,9
philanderer,11
philanthropic,13
philanthropist,14
philanthropy,12
philatelic,10
philatelical,12
philatelically,14
philatelist,11
philately,9
philemon,8
philharmonic,12
philhellene,11
philhellenic,12
philhellenism,13
philhellenist,13
philia,6
philip,6
philippi,8
philippian,10
philippians,11
philippic,9
philippine,10
philippines,11
philippopolis,13
philistia,9
philistine,10
philistinism,12
phillidae,9
phillipsite,11
phillyrea,9
philodendron,12
philogyny,9
philohela,9
philological,12
philologist,11
philologue,10
philology,9
philomachus,11
philomath,9
philophylla,11
philosopher,11
philosophic,11
philosophical,13
philosophically,15
philosophise,12
philosophiser,13
philosophize,12
philosophizer,13
philosophizing,14
philosophy,10
philter,7
philtre,7
phimosis,8
phintias,8
phiz,4
phlebectomy,11
phlebitis,9
phlebodium,10
phlebogram,10
phlebotomise,12
phlebotomist,12
phlebotomize,12
phlebotomus,11
phlebotomy,10
phlegm,6
phlegmatic,10
phlegmatical,12
phlegmatically,14
phlegmy,7
phleum,6
phloem,6
phlogiston,10
phlogopite,10
phlomis,7
phlox,5
phobia,6
phobic,6
phobophobia,11
phobos,6
phoca,5
phocidae,8
phocine,7
phocoena,8
phocomelia,10
phoebe,6
phoebus,7
phoenicia,9
phoenician,10
phoenicophorium,15
phoeniculidae,13
phoeniculus,11
phoenicurus,11
phoenix,7
pholadidae,10
pholas,6
pholidae,8
pholidota,9
pholiota,8
pholis,6
pholistoma,10
phon,4
phonate,7
phonation,9
phone,5
phonebook,9
phoneme,7
phonemic,8
phonemics,9
phoner,6
phonetic,8
phonetically,12
phonetician,11
phonetics,9
phoney,6
phonic,6
phonics,7
phonogram,9
phonogramic,11
phonograph,10
phonologic,10
phonological,12
phonologist,11
phonology,9
phonophobia,11
phony,5
phoradendron,12
phoronid,8
phoronida,9
phoronidea,10
phosgene,8
phosphatase,11
phosphate,9
phosphine,9
phosphocreatine,15
phospholipid,12
phosphoprotein,14
phosphor,8
phosphoresce,12
phosphorescence,15
phosphorescent,14
phosphoric,10
phosphorous,11
phosphorus,10
phot,4
photalgia,9
photic,6
photinia,8
photius,7
photo,5
photoblepharon,14
photocathode,12
photocell,9
photochemical,13
photochemistry,14
photocoagulator,15
photoconduction,15
photoconductive,15
photocopier,11
photocopy,9
photoelectric,13
photoelectrical,15
photoelectron,13
photoemission,13
photoemissive,13
photoengraving,14
photoflash,10
photoflood,10
photogenic,10
photograph,10
photographer,12
photographic,12
photography,11
photogravure,12
photojournalism,15
photojournalist,15
photolithograph,15
photomechanical,15
photomechanics,14
photometer,10
photometric,11
photometrical,13
photometrically,15
photometrician,14
photometrist,12
photometry,10
photomicrograph,15
photomontage,12
photomosaic,11
photon,6
photophobia,11
photopigment,12
photoretinitis,14
photosensitise,14
photosensitive,14
photosensitize,14
photosphere,11
photostat,9
photosynthesis,14
photosynthetic,14
phototherapy,12
phototropism,12
photovoltaic,12
phoxinus,8
phragmacone,11
phragmipedium,13
phragmites,10
phragmocone,11
phrasal,7
phrase,6
phraseology,11
phrasing,8
phratry,7
phreatic,8
phrenetic,9
phrenic,7
phrenitis,9
phrenological,13
phrenologist,12
phrenology,10
phrontistery,12
phrygia,7
phrygian,8
phrynosoma,10
phthiriidae,11
phthirius,9
phthirus,8
phthisis,8
phthorimaea,11
phycobilin,10
phycocyanin,11
phycoerythrin,13
phycology,9
phycomycetes,12
phycomycosis,12
phylactery,10
phyle,5
phyletic,8
phyllidae,9
phylliform,10
phyllitis,9
phyllium,8
phyllo,6
phylloclad,10
phyllocladaceae,15
phylloclade,11
phyllocladus,12
phyllode,8
phyllodial,10
phyllodoce,10
phylloporus,11
phylloquinone,13
phyllorhynchus,14
phylloscopus,12
phyllostachys,13
phyllostomidae,14
phyllostomus,12
phylloxera,10
phylloxeridae,13
phylogenesis,12
phylogenetic,12
phylogeny,9
phylum,6
physa,5
physalia,8
physalis,8
physaria,8
physeter,8
physeteridae,12
physiatrics,11
physic,6
physical,8
physicalism,11
physicality,11
physically,10
physicalness,12
physician,9
physicist,9
physicochemical,15
physics,7
physidae,8
physiognomy,11
physiography,12
physiologic,11
physiological,13
physiologically,15
physiologist,12
physiology,10
physiotherapist,15
physiotherapy,13
physique,8
physostegia,11
physostigma,11
physostigmine,13
phytelephas,11
phytochemical,13
phytochemist,12
phytochemistry,14
phytohormone,12
phytolacca,10
phytolaccaceae,14
phytologist,11
phytology,9
phytomastigina,14
phytonadione,12
phytophagic,11
phytophagous,12
phytophilous,12
phytophthora,12
phytoplankton,13
phytotherapy,12
phytotoxin,10
piaf,4
piaffe,6
piaget,6
piagetian,9
pianism,7
pianissimo,10
pianist,7
pianistic,9
piano,5
pianoforte,10
pianola,7
piaster,7
piastre,7
piazza,6
pibgorn,7
pibit,5
pibroch,7
pica,4
picador,7
picaninny,9
picardie,8
picardy,7
picaresque,10
picariae,8
picasso,7
picayune,8
piccalilli,10
piccaninny,10
piccolo,7
picea,5
pichi,5
pichiciago,10
pichiciego,10
picidae,7
piciformes,10
pick,4
pickaback,9
pickaninny,10
pickax,6
pickaxe,7
pickelhaube,11
picker,6
pickerel,8
pickerelweed,12
pickeringia,11
picket,6
pickett,7
pickford,8
picking,7
pickings,8
pickle,6
pickled,7
picklepuss,10
picknicker,10
pickpocket,10
pickup,6
picky,5
picnic,6
picnicker,9
picofarad,9
picoides,8
picometer,9
picometre,9
picornavirus,12
picosecond,10
picot,5
picovolt,8
picrasma,8
picris,6
pictograph,10
pictographic,12
pictor,6
pictorial,9
pictorially,11
pictural,8
picture,7
pictured,8
picturesque,11
picturesquely,13
picturesqueness,15
picturing,9
picul,5
piculet,7
picumnus,8
picus,5
piddle,6
piddling,8
piddock,7
pidgin,6
pidlimdi,8
piebald,7
piece,5
piecemeal,9
piecework,9
pied,4
piedmont,8
piemonte,8
pieplant,8
pier,4
pierce,6
pierced,7
piercing,8
piercingly,10
pierid,6
pieridae,8
pieris,6
pierre,6
pierrot,7
pieta,5
pietism,7
pietistic,9
pietistical,11
piety,5
piezoelectric,13
piezometer,10
piffle,6
piffling,8
pigboat,7
pigeon,6
pigeonhole,10
pigeonholing,12
pigfish,7
piggery,7
piggish,7
piggishly,9
piggishness,11
piggy,5
piggyback,9
pigheaded,9
pigheadedness,13
piglet,6
pigman,6
pigment,7
pigmentation,12
pigmy,5
pignolia,8
pignut,6
pigpen,6
pigskin,7
pigsticking,11
pigsty,6
pigswill,8
pigtail,7
pigwash,7
pigweed,7
pika,4
pike,4
pikeblenny,10
pikestaff,9
pilaf,5
pilaff,6
pilar,5
pilary,6
pilaster,8
pilate,6
pilau,5
pilaw,5
pilchard,8
pile,4
pilea,5
piles,5
pileup,6
pileus,6
pilewort,8
pilfer,6
pilferage,9
pilferer,8
pilgrim,7
pilgrimage,10
piling,6
pill,4
pillage,7
pillaged,8
pillager,8
pillaging,9
pillar,6
pillared,8
pillbox,7
pillion,7
pillock,7
pillory,7
pillow,6
pillowcase,10
pillwort,8
pilocarpine,11
pilose,6
pilosebaceous,13
pilosella,9
pilosity,8
pilot,5
pilotage,8
pilotfish,9
pilothouse,10
piloting,8
pilotless,9
pilous,6
pilsen,6
pilsener,8
pilsner,7
pilularia,9
pilus,5
pima,4
pimenta,7
pimento,7
pimiento,8
pimlico,7
pimozide,8
pimp,4
pimpernel,9
pimpinella,10
pimple,6
pimpled,7
pimply,6
pinaceae,8
pinafore,8
pinata,6
pinatubo,8
pinball,7
pincer,6
pinch,5
pinchbeck,9
pinche,6
pinched,7
pinchgut,8
pinckneya,9
pinctada,8
pincus,6
pincushion,10
pindar,6
pindaric,8
pindolol,8
pine,4
pineal,6
pinealoma,9
pineapple,9
pinecone,8
pinesap,7
pinetum,7
pineus,6
pineweed,8
pinfish,7
pinfold,7
ping,4
pinger,6
pinguecula,10
pinguicula,10
pinguinus,9
pinhead,7
pinhole,7
pinicola,8
pining,6
pinion,6
pinioned,8
pinite,6
pink,4
pinkeye,7
pinkie,6
pinkify,7
pinkish,7
pinkness,8
pinko,5
pinkroot,8
pinky,5
pinna,5
pinnace,7
pinnacle,8
pinnate,7
pinnated,8
pinnately,9
pinnatifid,10
pinnatiped,10
pinnatisect,11
pinner,6
pinning,7
pinniped,8
pinnipedia,10
pinnotheres,11
pinnotheridae,13
pinnule,7
pinny,5
pinochle,8
pinocle,7
pinocytosis,11
pinole,6
pinon,5
pinophytina,11
pinopsida,9
pinot,5
pinpoint,8
pinprick,8
pinscher,8
pinsk,5
pinstripe,9
pinstriped,10
pint,4
pintado,7
pintail,7
pinter,6
pintle,6
pinto,5
pinus,5
pinwheel,8
pinworm,7
pinyon,6
piolet,6
pion,4
pioneer,7
pious,5
piously,7
piousness,9
pipa,4
pipage,6
pipal,5
pipe,4
pipeclay,8
pipefish,8
pipefitting,11
pipeful,7
pipeline,8
piper,5
piperaceae,10
piperacillin,12
piperales,9
piperazine,10
piperin,7
piperine,8
piperocaine,11
pipet,5
pipette,7
pipework,8
pipewort,8
pipidae,7
pipile,6
pipilo,6
piping,6
pipistrel,9
pipistrelle,11
pipistrellus,12
pipit,5
pippin,6
pipra,5
pipracil,8
pipridae,8
pipsissewa,10
piptadenia,10
pipturus,8
pipul,5
piquance,8
piquancy,8
piquant,7
piquantly,9
piquantness,11
pique,5
piqueria,8
piquet,6
piracy,6
pirana,6
pirandello,10
piranga,7
piranha,7
pirate,6
piratical,9
piratically,11
pirogi,6
pirogue,7
piroplasm,9
piroshki,8
pirouette,9
piroxicam,9
pirozhki,8
pisa,4
pisanosaur,10
pisanosaurus,12
piscary,7
piscatorial,11
piscatory,9
pisces,6
piscidia,8
piscine,7
piscivorous,11
pisiform,8
pismire,7
pisonia,7
piss,4
pissed,6
pisser,6
pissing,7
pissis,6
pistachio,9
pistacia,8
piste,5
pistia,6
pistil,6
pistillate,10
pistillode,10
pistol,6
pistoleer,9
piston,6
pisum,5
pita,4
pitahaya,8
pitanga,7
pitch,5
pitchblende,11
pitched,7
pitcher,7
pitcherful,10
pitchfork,9
pitching,8
pitchman,8
pitchstone,10
pitchy,6
piteous,7
piteously,9
pitfall,7
pith,4
pithead,7
pithecanthropus,15
pithecellobium,14
pithecia,8
pithecolobium,13
pithily,7
pithiness,9
pithy,5
pitiable,8
pitiably,8
pitiful,7
pitifully,9
pitiless,8
pitilessly,10
pitilessness,12
pitman,6
pitocin,7
piton,5
pitot,5
pitprop,7
pitressin,9
pitsaw,6
pitt,4
pitta,5
pittance,8
pitted,6
pittidae,8
pitting,7
pittsburgh,10
pittsfield,10
pituitary,9
pituophis,9
pity,4
pityingly,9
pitymys,7
pityriasis,10
pityrogramma,12
piute,5
pivot,5
pivotal,7
pixel,5
pixie,5
pixilated,9
pixy,4
pizarro,7
pizza,5
pizzaz,6
pizzazz,7
pizzeria,8
pizzicato,9
placable,8
placard,7
placate,7
placating,9
placatingly,11
placation,9
placative,9
placatory,9
place,5
placeable,9
placebo,7
placed,6
placeholder,11
placekicker,11
placeman,8
placement,9
placenta,8
placental,9
placentation,12
placer,6
placeseeker,11
placid,6
placidity,9
placidly,8
placidness,10
placidyl,8
placket,7
placoderm,9
placodermi,10
placoid,7
placuna,7
plage,5
plagianthus,11
plagiarisation,14
plagiarise,10
plagiarised,11
plagiariser,11
plagiarism,10
plagiarist,10
plagiaristic,12
plagiarization,14
plagiarize,10
plagiarized,11
plagiarizer,11
plagiocephaly,13
plagioclase,11
plagioclastic,13
plague,6
plaguey,7
plaguily,8
plaguy,6
plaice,6
plaid,5
plain,5
plainchant,10
plainclothesman,15
plainly,7
plainness,9
plainsman,9
plainsong,9
plainspoken,11
plaint,6
plaintiff,9
plaintive,9
plaintively,11
plaintiveness,13
plait,5
plaiter,7
plan,4
planar,6
planaria,8
planarian,9
planate,7
planation,9
planchet,8
planchette,10
planck,6
plane,5
planeness,9
planer,6
planera,7
planet,6
planetal,8
planetarium,11
planetary,9
planetesimal,12
planetoid,9
plangency,9
plangent,8
planimeter,10
plank,5
planking,8
plankton,8
planktonic,10
planless,8
planned,7
planner,7
planning,8
plano,5
planococcus,11
planoconcave,12
planoconvex,11
planographic,12
planography,11
plant,5
plantae,7
plantagenet,11
plantaginaceae,14
plantaginales,13
plantago,8
plantain,8
plantal,7
plantar,7
plantation,10
planted,7
planter,7
planthopper,11
plantigrade,11
planting,8
plantlet,8
plantsman,9
planula,7
plaque,6
plaquenil,9
plash,5
plasm,5
plasma,6
plasmablast,11
plasmacyte,10
plasmacytoma,12
plasmapheresis,14
plasmid,7
plasmin,7
plasminogen,11
plasmodiidae,12
plasmodiophora,14
plasmodium,10
plassey,7
plaster,7
plasterboard,12
plastered,9
plasterer,9
plastering,10
plasterwork,11
plastic,7
plastically,11
plasticine,10
plasticise,10
plasticiser,11
plasticity,10
plasticize,10
plasticizer,11
plastid,7
plastinate,10
plastination,12
plastique,9
plastron,8
plat,4
plataea,7
platalea,8
plataleidae,11
platan,6
platanaceae,11
platanistidae,13
platanthera,11
platanus,8
plate,5
plateau,7
plateful,8
platelayer,10
platelet,8
platelike,9
platen,6
plater,6
platform,8
plath,5
platichthys,11
plating,7
platinize,9
platinum,8
platitude,9
platitudinal,12
platitudinarian,15
platitudinize,13
platitudinous,13
plato,5
platonic,8
platonism,9
platonist,9
platonistic,11
platoon,7
plattdeutsch,12
platte,6
plattensee,10
platter,7
platy,5
platycephalidae,15
platycerium,11
platyctenea,11
platyctenean,12
platyhelminth,13
platyhelminthes,15
platylobium,11
platymiscium,12
platypoecilus,13
platypus,8
platyrhine,10
platyrhinian,12
platyrrhine,11
platyrrhini,11
platyrrhinian,13
platyrrhinic,12
platysma,8
platystemon,11
plaudit,7
plaudits,8
plausibility,12
plausible,9
plausibleness,13
plausibly,9
plausive,8
plautus,7
plavix,6
play,4
playable,8
playact,7
playacting,10
playactor,9
playback,8
playbill,8
playbook,8
playbox,7
playboy,7
playday,7
played,6
player,6
playfellow,10
playful,7
playfully,9
playfulness,11
playgoer,8
playground,10
playhouse,9
playing,7
playlet,7
playlist,8
playmaker,9
playmate,8
playoff,7
playpen,7
playroom,8
playschool,10
playscript,10
playsuit,8
plaything,9
playtime,8
playwright,10
plaza,5
plea,4
pleach,6
plead,5
pleader,7
pleading,8
pleadingly,10
pleasance,9
pleasant,8
pleasantly,10
pleasantness,12
pleasantry,10
please,6
pleased,7
pleaser,7
pleasing,8
pleasingly,10
pleasingness,12
pleasurable,11
pleasurably,11
pleasure,8
pleat,5
pleating,8
pleb,4
plebe,5
plebeian,8
plebiscite,10
plecoptera,10
plecopteran,11
plecotus,8
plectania,9
plectognath,11
plectognathi,12
plectomycetes,13
plectophera,11
plectorrhiza,12
plectranthus,12
plectron,8
plectrophenax,13
plectrum,8
pledge,6
pledged,7
pledgee,7
pledger,7
pleiades,8
pleione,7
pleiospilos,11
pleistocene,11
plenarily,9
plenary,7
plenipotentiary,15
plenitude,9
plenteous,9
plenteously,11
plenteousness,13
plentiful,9
plentifully,11
plentifulness,13
plentitude,10
plenty,6
plenum,6
pleochroic,10
pleochroism,11
pleomorphic,11
pleomorphism,12
pleonasm,8
pleonaste,9
pleonastic,10
pleopod,7
plesianthropus,14
plesiosaur,10
plesiosauria,12
plesiosaurus,12
plessimeter,11
plessor,7
plethodon,9
plethodont,10
plethodontidae,14
plethora,8
plethoric,9
plethysmograph,14
pleura,6
pleural,7
pleuralgia,10
pleurisy,8
pleurobrachia,13
pleurocarp,10
pleurocarpous,13
pleurodont,10
pleurodynia,11
pleuronectes,12
pleuronectidae,14
pleuropneumonia,15
pleurosorus,11
pleurothallis,13
pleurotus,9
pleven,6
plevna,6
plexiglas,9
plexiglass,10
pleximeter,10
pleximetry,10
plexor,6
plexus,6
pliability,10
pliable,7
pliancy,7
pliant,6
pliantness,10
plica,5
plicate,7
plication,9
plier,5
pliers,6
plight,6
plimsoll,8
plinth,6
pliny,5
pliocene,8
ploce,5
ploceidae,9
ploceus,7
plod,4
plodder,7
plodding,8
ploddingly,10
plonk,5
plop,4
plosion,7
plosive,7
plot,4
plotinus,8
plotted,7
plotter,7
plough,6
ploughboy,9
ploughed,8
ploughing,9
ploughland,10
ploughman,9
ploughshare,11
ploughwright,12
plovdiv,7
plover,6
plow,4
plowboy,7
plowed,6
plower,6
plowing,7
plowland,8
plowman,7
plowshare,9
plowwright,10
ploy,4
pluck,5
plucked,7
pluckily,8
pluckiness,10
plucky,6
plug,4
plugboard,9
plugged,7
plugger,7
plughole,8
plum,4
plumage,7
plumaged,8
plumate,7
plumb,5
plumbable,9
plumbaginaceae,14
plumbaginaceous,15
plumbaginales,13
plumbago,8
plumber,7
plumbery,8
plumbic,7
plumbing,8
plumbism,8
plumbous,8
plumcot,7
plume,5
plumed,6
plumelike,9
plumeria,8
plumiera,8
plumlike,8
plummet,7
plummy,6
plumose,7
plump,5
plumping,8
plumpness,9
plumule,7
plumy,5
plunder,7
plunderage,10
plundered,9
plunderer,9
plundering,10
plunge,6
plunger,7
plunk,5
plunker,7
pluperfect,10
plural,6
pluralisation,13
pluralise,9
pluralism,9
pluralist,9
pluralistic,11
plurality,9
pluralization,13
pluralize,9
plus,4
plush,5
plushy,6
plutarch,8
pluteaceae,10
pluteus,7
pluto,5
plutocracy,10
plutocrat,9
plutocratic,11
plutocratical,13
pluton,6
plutonian,9
plutonic,8
plutonium,9
pluvialis,9
pluvianus,9
pluviometer,11
pluviose,8
plyboard,8
plyer,5
plyers,6
plymouth,8
plywood,7
plzen,5
pneumatic,9
pneumatically,13
pneumatics,10
pneumatophore,13
pneumococcal,12
pneumococcus,12
pneumoconiosis,14
pneumocytosis,13
pneumogastric,13
pneumonectomy,13
pneumonia,9
pneumonic,9
pneumonitis,11
pneumothorax,12
pneumovax,9
poaceae,7
poach,5
poached,7
poacher,7
poaching,8
pocahontas,10
pocatello,9
pochard,7
pock,4
pocked,6
pocket,6
pocketable,10
pocketbook,10
pocketcomb,10
pocketful,9
pocketknife,11
pockmark,8
pockmarked,10
podalgia,8
podalyria,9
podargidae,10
podargus,8
podaxaceae,10
podcast,7
podetium,8
podgy,5
podiatrist,10
podiatry,8
podiceps,8
podicipedidae,13
podilymbus,10
podium,6
podlike,7
podocarp,8
podocarpaceae,13
podocarpus,10
podophyllum,11
podsol,6
podzol,6
poeciliid,9
poeciliidae,11
poecilocapsus,13
poecilogale,11
poem,4
poenology,9
poephila,8
poesy,5
poet,4
poetess,7
poetic,6
poetical,8
poetically,10
poetics,7
poetise,7
poetiser,8
poetize,7
poetizer,8
poetry,6
pogey,5
pogge,5
pogonia,7
pogonion,8
pogonip,7
pogonophora,11
pogonophoran,12
pogostemon,10
pogrom,6
pogy,4
poignance,9
poignancy,9
poignant,8
poignantly,10
poikilotherm,12
poikilothermic,14
poikilothermous,15
poilu,5
poinciana,9
poinsettia,10
point,5
pointed,7
pointedly,9
